-2.27039980,31.68704726,840.56,1614071333,0.9,359.0,---
-2.27039494,31.68705447,840.55,1614071334,0.9,15.0,---
-2.27039197,31.68706025,840.53,1614071335,0.7,4.1,---
-2.27038812,31.68706742,840.53,1614071336,0.8,13.7,---
-2.27038552,31.68707342,840.51,1614071337,0.7,12.5,---
-2.27038102,31.68707728,840.51,1614071338,0.7,21.8,---
-2.27037747,31.68708206,840.49,1614071339,0.6,22.1,---
-2.27037572,31.68708298,840.50,1614071340,0.3,11.0,---
-2.27037497,31.68708476,840.52,1614071341,0.2,354.6,---
-2.27037402,31.68708426,840.66,1614071342,0.2,3.5,---
-2.27037320,31.68708416,840.86,1614071343,0.2,2.3,---
-2.27037184,31.68708338,841.01,1614071344,0.1,2.3,---
-2.27037193,31.68708308,841.12,1614071345,0.0,2.3,---
-2.27037220,31.68708331,841.20,1614071346,0.1,2.3,---
-2.27037206,31.68708296,841.33,1614071347,0.0,2.3,---
-2.27037262,31.68708242,841.48,1614071348,0.0,2.3,---
-2.27037184,31.68708096,841.50,1614071349,0.0,2.3,---
-2.27037173,31.68708075,841.57,1614071350,0.1,2.3,---
-2.27037201,31.68707870,841.62,1614071351,0.1,2.3,---
-2.27037196,31.68707783,841.60,1614071352,0.1,2.3,---
-2.27037345,31.68707712,841.61,1614071353,0.1,2.3,---
-2.27037457,31.68707553,841.57,1614071354,0.2,208.5,---
-2.27037445,31.68707154,841.58,1614071355,0.4,180.7,---
-2.27037515,31.68707209,841.65,1614071356,0.2,167.9,---
-2.27037531,31.68707213,841.76,1614071357,0.1,154.1,---
-2.27037579,31.68707275,841.76,1614071358,0.2,41.0,---
-2.27037701,31.68707271,841.84,1614071359,0.0,41.0,---
-2.27037710,31.68707385,841.81,1614071360,0.0,41.0,---
-2.27037777,31.68707562,841.87,1614071361,0.1,41.0,---
-2.27037792,31.68707588,841.93,1614071362,0.0,41.0,---
-2.27037762,31.68707650,841.98,1614071363,0.0,41.0,---
-2.27037726,31.68707649,842.03,1614071364,0.1,41.0,---
-2.27037703,31.68707761,842.05,1614071365,0.1,41.0,---
-2.27037737,31.68707884,842.10,1614071366,0.1,41.0,---
-2.27037763,31.68708019,842.15,1614071367,0.1,344.6,---
-2.27037749,31.68708026,842.21,1614071368,0.1,352.5,---
-2.27037779,31.68707905,842.27,1614071369,0.1,352.5,---
-2.27037833,31.68707927,842.27,1614071370,0.0,352.5,---
-2.27037874,31.68707988,842.31,1614071371,0.1,352.5,---
-2.27037906,31.68708155,842.32,1614071372,0.1,354.8,---
-2.27037814,31.68708212,842.33,1614071373,0.1,14.2,---
-2.27037692,31.68708342,842.31,1614071374,0.1,8.0,---
-2.27037653,31.68708402,842.27,1614071375,0.1,8.0,---
-2.27037619,31.68708669,842.20,1614071376,0.1,20.7,---
-2.27037387,31.68708688,842.18,1614071377,0.2,59.5,---
-2.27037337,31.68708666,842.17,1614071378,0.1,59.5,---
-2.27037382,31.68708738,842.17,1614071379,0.1,59.5,---
